"PCoA1","PCoA2","SampleID","City","Environment","Analysis","ARG_richness","Total_ARG_count","Number_of_samples"
-0.122999688805435,-0.0817276178539914,"Lisbon_Sewage","Lisbon","Sewage","Sewage_only_ARG_group",104,23692,4
-0.365467695141538,-0.114570944378089,"Barcelona_Sewage","Barcelona","Sewage","Sewage_only_ARG_group",54,8616,5
-0.219871409803585,0.0358086737274611,"Berlin_Sewage","Berlin","Sewage","Sewage_only_ARG_group",68,12124,5
0.372064303342556,-0.0707063257224634,"Hong_Kong_Sewage","Hong_Kong","Sewage","Sewage_only_ARG_group",237,23381,2
-0.154173535973479,-0.137270343587872,"Porto_Sewage","Porto","Sewage","Sewage_only_ARG_group",89,21153,4
-0.135069314025803,0.021924767792202,"Santiago_Sewage","Santiago","Sewage","Sewage_only_ARG_group",77,19927,5
0.363795867275839,-0.0847344090196262,"Singapore_Sewage","Singapore","Sewage","Sewage_only_ARG_group",237,32266,5
-0.353201366316144,-0.0698382699533408,"Sofia_Sewage","Sofia","Sewage","Sewage_only_ARG_group",58,19903,5
0.324849018770049,-0.0254243549618517,"Taipei_Sewage","Taipei","Sewage","Sewage_only_ARG_group",203,23348,4
-0.162751520575197,-0.120335901418874,"Vienna_Sewage","Vienna","Sewage","Sewage_only_ARG_group",90,20745,5
0.380038032578257,0.061670054589615,"Bogota_Sewage","Bogota","Sewage","Sewage_only_ARG_group",182,8184,1
0.386947256676146,-0.025086970722215,"Hanoi_Sewage","Hanoi","Sewage","Sewage_only_ARG_group",213,41732,1
-0.135929028988182,0.427653285204372,"Ilorin_Sewage","Ilorin","Sewage","Sewage_only_ARG_group",65,4296,5
0.294002562580769,-0.0453623682426919,"Kuala_Lumpur_Sewage","Kuala_Lumpur","Sewage","Sewage_only_ARG_group",174,15470,5
-0.384318988102149,-0.12371414301488,"Oslo_Sewage","Oslo","Sewage","Sewage_only_ARG_group",48,15774,4
-0.0879144934921049,0.351714867562247,"Rio_de_Janeiro_Sewage","Rio_de_Janeiro","Sewage","Sewage_only_ARG_group",64,6342,3
0.132208855611386,-0.222894535787496,"Barcelona_Transit","Barcelona","Transit","Transit_only_ARG_group",13,14498,5
0.304775175800476,-0.0227383025337461,"Berlin_Transit","Berlin","Transit","Transit_only_ARG_group",25,7758,5
0.218410257783343,-0.115544459259482,"Bogota_Transit","Bogota","Transit","Transit_only_ARG_group",23,5885,5
-0.0138276088756162,0.494161583706339,"Hanoi_Transit","Hanoi","Transit","Transit_only_ARG_group",66,10875,5
-0.264680432541619,-0.0615358311317577,"Hong_Kong_Transit","Hong_Kong","Transit","Transit_only_ARG_group",33,9012,5
-0.0653025456835703,0.27655226692611,"Ilorin_Transit","Ilorin","Transit","Transit_only_ARG_group",48,27929,5
-0.118586271309363,0.48590684293717,"Kuala_Lumpur_Transit","Kuala_Lumpur","Transit","Transit_only_ARG_group",71,24455,5
0.35598224089235,0.0693427811632902,"Lisbon_Transit","Lisbon","Transit","Transit_only_ARG_group",25,22076,5
-0.218538984927612,-0.248700103782137,"Oslo_Transit","Oslo","Transit","Transit_only_ARG_group",16,4016,5
0.246707302664741,-0.162701620380651,"Porto_Transit","Porto","Transit","Transit_only_ARG_group",17,5094,5
0.285601477290007,0.126050162880596,"Rio_de_Janeiro_Transit","Rio_de_Janeiro","Transit","Transit_only_ARG_group",38,19925,5
0.261358221319981,-0.215024762473838,"Santiago_Transit","Santiago","Transit","Transit_only_ARG_group",11,3724,5
-0.236201690337019,-0.204764752670771,"Singapore_Transit","Singapore","Transit","Transit_only_ARG_group",14,2268,5
-0.24877049616245,-0.0662545023783219,"Sofia_Transit","Sofia","Transit","Transit_only_ARG_group",33,12333,5
-0.341966869405908,-0.114592188764583,"Taipei_Transit","Taipei","Transit","Transit_only_ARG_group",30,3129,5
-0.297168632119126,-0.0172625784507233,"Vienna_Transit","Vienna","Transit","Transit_only_ARG_group",35,8841,5
